job_id,job_title,company,descriptions,location,category,subcategory,type,salary
72812300,senior specialist planning system reporting,infineon technologies (malaysia) sdn bhd,accountable and monitor accuracy and timeliness of master data updatemaintenance on newexisting product release accountable and monitor for accuracy and timeliness of master data archiving responsible to execute on master data related issue responsible for uat testing on fi solution sharing for newcrwork method implementation responsible master data process automation and improve according to business change bachelors degree in computer science information technology good verbal and written communication skills english problem solving and strategic analysis attributes good interpersonal skills able to interact effectively with various levels of people good logical understanding and rationalization skill,melaka,information & communication technology,networks & systems administration,full time,
72696366,system analyst,devsoft sdn bhd,how many years experience do you have as a systems analyst how would you rate your mandarin language skills which of the following relational database management systems rdbms are you experienced with have you worked in a role which requires a sound understanding of the software development lifecycle how many years experience do you have using sql queries,kuala lumpur,information & communication technology,business/systems analysts,full time,"RM 4,000 – RM 6,000 per month"
72698740,own worlds only ai franchise trainer side hustle worlds elite ai network,changeu international,,kuala lumpur,consulting & strategy,management & change consulting,part time,"RM 5,000 – RM 7,000 per month"
72718073,data privacy and protection officer,doo group,design and develop data privacy and data protection strategies policies and procedures in compliance with local laws and regulations monitor and assess the organizations data privacy practices to ensure compliance with applicable privacy laws such as the eu general data protection regulation gdpr personal data protection act pdpa in singapore and malaysia conduct privacy impact assessments pias to identify and mitigate potential privacy risks associated with data processing activities conduct periodic data privacy audits and risk assessments conduct privacy training and workshops for employees when necessary coordinate and cooperate with external consultants legal advisors and regulatory bodies on data privacyrelated matters collaborate with itproduct and crossfunctional teams to integrate privacy measures into software applications and systems monitor and investigate data breaches or incidents report them to the appropriate authorities and take appropriate remedial actions stay updated on emerging trends laws and regulations related to data privacyprotection and make recommendations accordingly possess at least a bachelors degree in information technology computer science law or any related field certified information privacy professional cipp or equivalent certification is a plus prior experience in dealing with data privacy regulations specifically gdpr proven experience in collaborating with itproduct departments to implement data privacyprotection measures familiarity with data privacy regulations in hong kong malaysia australia and other countries is an added advantage proficient in english and mandarin reading speaking and writing to liaise with hk cn counterparts effective communication skills to convey complex data privacy concepts to nontechnical stakeholders excellent analytical skills with superior attention to detail privacy risks and propose effective solutions a good team player with good interpersonal skills proactive with strong initiative positive attitude hardworking and able to multitask adaptable to fluid and fastpaced working environment 13th month salary performance bonus up to 16 epf contribution medical dental optical coverage best employee award team building activities festive seasons birthday celebration freeflow snacks and drinks rewarding career development with regional exposure friendly and open work environment with a young energetic team which of the following languages are you fluent in,kuala lumpur,banking & financial services,compliance & risk,full time,
72646741,system analyst,swift energy sdn bhd.,work closely with key stakeholders to deliver projects and it solutions work closely with managers and end users to analyze requests review system design and ensure compliance with technology architecture standards and system deployment perform sit and uat set up and maintain test environments troubleshoot and resolve technical issues reported in projects develop and review technical documents and system implementation planning according to the system development life cycle sdlc requirements enhancing the quality of it solutions and services by providing documentation and user training provide maintenance and support of existing systems to comply with the standards of the company and to perform related duties as needed candidate must possess at least a diploma bachelors degree in computer science information technology computer programming or equivalent three 3 years related working experience however candidates with lesser experience but with the right attitude are encouraged to apply good communication and presentation skills good troubleshooting and problemsolving skills ability to be selfmotivated and work independently comfortable with data analysis and able to understand and synthesize information from data required languages english mandarin bahasa malaysia required skills ms sql and database design time management project management and fundamental programming skills preferably candidate with experience in any of the following areas how many years experience do you have as a systems analyst whats your expected monthly basic salary,shah alam/subang,information & communication technology,business/systems analysts,full time,
72404940,system analyst,esri malaysia sdn bhd,medical benefits group insurance coverage yearly increment yearly bonus attractive staff claim eg dental optical health screening telecommunication accessories fun and energetic environment whats your expected monthly basic salary how many years experience do you have as a systems analyst which of the following microsoft office products are you experienced with,shah alam/subang,information & communication technology,business/systems analysts,full time,
72868651,manager technology commercialisation,universiti teknologi petronas (utp),recognised bachelors or masters degree in relevant field more than 8 years of experience in relevant field professional qualification and advanced degree would be an added advantage good written and verbal communication skills good interpersonal skills good analytical abilities whats your expected monthly basic salary,perak,marketing & communications,product management & development,full time,
72725474,it application analyst,segi fresh,develop maintain troubleshoot assigned software programming task including program design enhancement coding debugging and documentation provide system development support maintenance to ensure that the systems programs meets user requirements objectives collaborating with business analysts and developers to produce software designs perform upgrades to make software and systems more secure and efficient ensure the completion for new or enhancements of programs to meet the set deadline performing analytic studies of existing applications and reporting on their ability to meet company needs investigating diagnosing and resolving faults and errors in applications reporting and creating documentation for applications bachelors degree in information technology computer science or other relevant fields ability to exercise independent judgment and propose effective solutions to identified problems excellent analytical mathematical and problemsolving skills a good team player with strong interpersonal written and collaborating skills required skills net microsoft sql server mssql java php tsql retail background data analysis experience are added advantage good analytical and problemsolving skills selfmotivated independent positive working attitude whats your expected monthly basic salary,petaling,information & communication technology,business/systems analysts,full time,
72276840,product data analyst intern hybrid working,seek asia (jobstreet),outcomeoriented obsessively focused on how we can make a difference to our customers evidence led systematically creatively and rigorously using data to drive insights iterative consistently adapting to the learning acquired through experiments and measurement for growth purpose curiosity asking good questions out of curiosity to drive insights rigorous dataliterate organized and clearthinking semitechnical learn web digital analytics google analytics and adobe analytics business intelligence tools power bi and tableau and willing to learn other skills collaborative a good team player motivated by team and company success generous in supporting others passionate about understanding complex issues able to think critically and learnings from evidence articulate able to clearly express ideas verbally and in writing building maintaining and improving dashboards for performance health monitoring and tracking effectiveness of initiatives for teams work with business owners stakeholders to define project objectives kpis and okrs define and prepare measurement specifications and implementation requirements for initiatives across platforms desktop mobile site etc deliver accurate and valueadding actionable insights of candidate behaviour to the closed stakeholders provide pre and postlaunch reviews of initiatives experiments communicate clear data analysis and actionable insights to enable stakeholders in making informed decisions handle data queries from stakeholders perform other analysis like competitor study rootcause analysis hypothesis testing opportunity impact study on the agreed problems keen interest in data analysis strategy or researchrelated roles strong analytical skills and critical thinking skills strong collaborator to build and maintain relationships with teams data insights team stakeholders and peers a good foundation with statistical knowledge practices and application in business ability to motivate and lead internal external teams to deliver results beyond expectations ability to work in a fastpaced global business environment and manage stakeholders expectations across different time zones good intellect with a passion for understanding customers hirers and candidates behaviour satisfaction and loyalty businessoriented recommendations good communicator with excellent presentation skills ownership accountability and drive delivering outcome with crossfunctional and crossproduct teams ability to establish relationships and influence senior stakeholders from a diversified culture without authority collaborative a good sense of humility and empathetic working style a deep commitment to inclusive and empowering work practices web analytics adobe analytics google analytics google search console google adwords ab testing etc business intelligence tools tableau power bi etc databricks supports sql python r scala etc 6 months internship,kuala lumpur,information & communication technology,business/systems analysts,contract/temp,
72769966,database administrator,public mutual berhad,execute daily database operations and maintain database security access assist in the installation upgrade patching and migration of database servers monitor and fine tune database performance perform timely data replication backup recovery and archival assist in other adhoc projects as and when required degree in computer science information technology or equivalent minimum 1 year of working experience in database management ie oracle mssql mysql nosql database a good team player who possesses a positive work attitude and able to work independently fresh graduates or applicants without relevant experience but who have strong academic credentials will also be considered whats your expected monthly basic salary,kuala lumpur,information & communication technology,database development & administration,full time,
72862220,microstrategy developers mnc,ag staffing malaysia,ideally with at least 6 years of development experience in microstrategy mstr handson experience in microstrategy components like mstr architect desktop developer mstr administration web distribution services transaction services and sdk experience in creating microstrategy schema and application objects such as logical tables attributes facts hierarchies metrics prompts filters consolidations and custom groups good understanding and knowledge of star snowflake dimensional data modelling data warehouse and reporting techniques experience in designing semantic layers for data warehouse projects strong sql skills and ability to create simple to complex schema objects as the requirements experience in working with logical data models different types of hierarchies in microstrategy experience in working with complex microstrategy reports using advanced filters level metrics transformation metrics and using passthrough functions in the schema objects experience in implementing microstrategy security model experience in object manager enterprise manager command manager and the system manager experience in performance tuning of various reports and dashboards using vldb properties whats your expected monthly basic salary,kuala lumpur,information & communication technology,developers/programmers,full time,"RM 11,000 – RM 12,000 per month"
72524189,data modeler,etiqa insurance & takaful,3 years of handson experience in data analytics data modelling and data visualization diplomadegree in it related discipline undergone training related to business analysis and data modelling such as certified data management professional cdmp data mapping and data modeling technique efficient database design and experience with oracle database knowledge in plsql confident operating within an agile development process possesses good understanding in the areas of data quality and master data management work closely with internal it and business user during the planning phases and become the primary technology owner of the data warehouse solution going forward,bangsar,information & communication technology,business/systems analysts,full time,
72436685,ai engineer,mi equipment (m) sdn. bhd.,perform research and development in ai model model training and deployment keep abreast of ai technologies and products in the market accountable for software and hardware buyoff qualification and reporting utilize advanced analytics techniques or ai to analyze large volumes of data or images generated by machine for diagnostic applications extract meaningful insights trends and patterns from complex datasets to inform decisionmaking processes work closely with the development team to identify areas for improvement in data collection storage and analysis processes create visually appealing and easytounderstand dashboards reports and visualizations to communicate complex data findings to both technical and nontechnical stakeholders undertake other duties and responsibilities which may be assigned by the company from time to time with on time full closure degree in engineering or science in electronics electrical mechatronics computer with second upper class or above well versed in python and c programming language and familiar with tensor flow pytorch and opencv firm understanding of algorithm theory related to machine learning such as gradient descent autoencoder and convolutions knowledgeable both theoretically and practically on devops computer vision machine learning deep learning neural networks and optimization algorithm experience of managing the infrastructure and data pipelines needed to bring machine learning solutions to production is an added advantage strong technical leadership analytical problemsolving skills ability to think creatively and work well both as individual contributor and as part of teams positive working attitude and willingness to provide extended support to customers enjoy learning new things and willing to accept new challenges how many years experience do you have as an artificial intelligence engineer whats your expected monthly basic salary are you willing to undergo a preemployment background check,penang island,engineering,electrical/electronic engineering,full time,
72422694,consulting analyst artificial intelligencedatamydata sciencedata engineer,deloitte consulting sea,apply emerging technologies to help our clients maximize the value of their data by generating actionable insights that provide real business outcomes design and implement data structures to support big data analytical models and traditional bidw reporting solutions using technologies such as microsoft sql oracle sap cloudera ibm watsons mulesoft qlik technologies or informatica design and develop data integration using data governance data quality mdm and metadata management apply analytical models to predict business outcomes with tools such as datarobot and languages like python or r you will be part of a collaborative team that provides our clients with solutions that are practical as well as visionary and have an impact from the back office to the boardroom support the project teams in recommending bidwanalytics processes governance organizational and platform models tool selections and data integration options to clients strong academic performance in computer science computer engineering statistics mathematics engineering or related disciplines proficient in at least one programming language python c java etc good understanding in artificial intelligence and machine learning understanding of sdlc waterfall and agile development methodologies some knowledge of intelligence automation software eg automation anywhere blueprism uipath or workfusion or cloud platforms eg amazon web services aws google cloud platform gcp or microsoft azure an interest in data ingestion and transformation pipelines using big data technologies including one or more of the following spark hive pig kafka mapreduce hbase sqoop flume or storm general knowledge of linuxunix based operating systems and shell scripting would be an advantage demonstrates interest for all the latest technologies libraries languages strong analytical skills selfmotivated and able to work in stressful situations with changing priorities drive tenacity entrepreneurship client focused and results oriented you enjoy working methodically and with a great attention to detail proven demonstration of sound business acumen teamwork confidence in public speaking and presentation preparation is appreciated whats your expected monthly basic salary how would you rate your english language skills,kuala lumpur,information & communication technology,consultants,full time,
72733305,database administrator,snsoft sdn. bhd.,13th months salary upon company declaration project incentive upon company declaration based on project performance transport meal birthday allowances upon confirmation medical dental claim sports activities badminton basketball team building activities training and certification sponsored by company selected employees rewards and recognition long service award best performer award role model awards etc smart casual attire yearly annual dinner designs and plans database structural architecture requirements by analyzing and reviewing client operations applications and programming evaluate current systems buildconfigure various types of databases such as mongo mysql and redis database replication based on business development trends evaluate plan and perform the db upgrades backup recovery and data migration design and implement disaster recovery plans high availability solutions and recommendations based on different types of databases setup and maintain linux based systems used for the database setup and manage on cloud aws services and databases to be responsible perform daily database related tasks such as create publish and monitor database health checks to monitoring systems to identify slow queries replication lags node failures index usage patterns cpu usage memory usage locks number of connections and any other relevant parameters drive best practices for backups replication and health checks work closely with the application team to understand what changes are coming in a buildpatchhotfix do an impact analysis finetune the queries if any automate the database repetitive tasks to assess database implementation procedures to ensure they comply with internal and external regulations candidates must possess at least a bachelors degreepostgraduate diplomaprofessional degree in computer scienceinformation technology or equivalent at least 2 years handson experience as database administrator in production environments preferably candidates who are proficientfamiliar with mysql mongodb database operating mechanismarchitecture including performance optimization and adjustment proficiency in writing debugging procedures functions and sql statements strong scripting experience in unixshell scripting and python candidate who is experienced in aws is a plus point preferably candidates with strong troubleshooting skills have good technical sense and ability in document integration preferably candidates who are eager to learn new technology prefer candidates who can speak basic mandarin which of the following relational database management systems rdbms are you experienced with whats your expected monthly basic salary which of the following languages are you fluent in which of the following programming languages are you experienced in how would you rate your mandarin language skills how many years experience do you have as a database administrator do you have customer service experience which of the following linux distributions are you familiar with,kuala lumpur,information & communication technology,database development & administration,full time,"RM 8,500 – RM 12,000 per month"
72524223,data quality analyst,etiqa insurance & takaful,diplomadegree in it related discipline computer science information technology business or a related field proven experience 3 years in data management data quality assurance or a similar role strong understanding of data quality concepts data profiling and data cleansing techniques proficiency in data analysis tools and sql for querying and manipulating data excellent attention to detail and problemsolving skills effective communication skills to collaborate with both technical and nontechnical teams ability to work independently and prioritize tasks in a fastpaced environment knowledge of data governance frameworks and practices is a plus experience with data quality tools or software is an advantage work location datar maybank bangsar employment term 12 months contract renewalabsorb,bangsar south,information & communication technology,database development & administration,full time,
72415435,software engineer,optimai (malaysia) sdn bhd,devops cicd cyber security generative ai machine learning web mobile frontend development business intelligence data analytics backend development software testing and automation system server admin devops cicd experience with cicd tools jenkins gitlab ci or azure devops containerization and orchestration tools dockers kubernetes cloud services aws azure gcp and serverless architectures cyber security proficiency with security audit tools intrusion detection systems knowledge of secure coding practices ethical hacking and firewall management familiarity with compliance frameworks such as iso 27001 nist gdpr generative ai machine learning chatgpt embeddings vector databases classification association time series prediction using ml techniques etc web mobile frontend development net core mvc javascript vuejs bootstrap angular rest apis etc business intelligence data analytics tableau power bi devexpress sql etc backend development database design sql programming performance optimization microsoft sql server rest apis wcf python etc software testing automation blackwhite box testing automated testing sql apis system server admin ad sccm backup restore it security hyperv azure aws financial industry capital markets wealth management banking investment data warehouse portfolio analytics stock trading margin financing portfolio financing securities borrowing lending contracts for difference leveraged fx loans syndicated loans crypto assets private equity factoring supply chain financing,kuala lumpur,information & communication technology,engineering - software,full time,
72426635,data analyst,etiqa insurance & takaful,diplomadegree in it related discipline computer science information technology business or a related field strong understanding of data quality concepts data profiling and data cleansing techniques engage business units to understand business opportunities extract data perform data manipulation analysis for business insights and document analysis deploy new or tweak existing business intelligence dashboard to help organization make data driven decision craft experiments to produce business uplift employment contract for 6 months 12 months renewalabsorb work location datar maybank bangsar,bangsar,information & communication technology,business/systems analysts,contract/temp,
72403257,data engineer,kinesso malaysia sdn. bhd. (fka mediabrands global technology solutions sdn bhd),perform daily weekly and monthly monitoring on data and process to ensure data integrity and preserve data accuracy completeness recency timeliness accuracy provide advanced supportto internal and external users for data reporting and technologyrelated questions and concerns work with stakeholders including the productteam clients and their agency to assist with datarelated technical issues and support their data needs perform data analysis involving navigating and reviewinglarge data sets to answer specific business questions perform root cause analysis on reported data or processesissue and resolve them from end to end create accessible documentsand keeping the existingdocumentations upto date understand the importance of the issuesresulting in prioritizing and escalating when is required experience working with sql pythonaws snowflake good troubleshooting and data analytical skills with keen attention to detail be able to understand the business requirements verify data identifydata and identify potential data issues experience performing root cause analysison internal and external data and processes good communication skills and experience workingwith crossfunctional teams in a dynamic environment selfdirected and comfortable supporting the data needs of multiple teams systems and products familiar with aws services git jenkins airflow proficient in english as a first language both verbal written excellent communication skills with the ability to effectively interact with nontechnical users result driven high enthusiasm and can work well with others strong desire to learn new things and pass knowledge acquired onto others able to manage own hours and work with a remote team environment how many years experience do you have as a data engineer,petaling,science & technology,"mathematics, statistics & information sciences",full time,
72712849,lead learning and educational development,taylor's education group,involves in the strategic planning design implementation and evaluation of the academic staff and academic leaders development initiatives for both taylors university and taylors college designs and conducts high quality and impactful training modules on teaching and learning to support taylors strategic initiatives conducts training needs analysis based on evidencebased approach designs and monitors academic staff evaluation and learning plan provides guidance to academics in managing their pedagogical knowledge and skills development involves in the planning design and implementation of the taylors teaching and learning conference ttlc plans designs implements and evaluates of the academic staff development initiatives and teaching engagement scale tes to support taylors curriculum framework tcf support academic heads in designing and monitoring academic staff learning plan support academic heads in development intervention for identified academic staff to improve their teaching and student learning any other responsibilities that may be assigned from time to time leadership skills value team work commitment to learn and upskill people management skills stakeholder management skills communication and persuasion skills with customers colleagues business contacts in a courteous and professional manner creative thinking and problem solving analytical and report writing skills planning coordinating and organising skills interpersonal skills creative resourceful independent proactive and customer focused results oriented resourceful and proactive knowledge of different pedagogies appropriate to varied learning environments in higher education knowledge and understanding of the application of learning technology knowledge of current trends in the pedagogy of teaching and learning experience in the development of learning and teaching methodologies technology savvy well organized and meticulous good analytical problem solving interpersonal networking and communication skills leadership organizing problem solving skills and project management skills high level understanding and commitment to issues related to academic staff development has a strong sense of responsibility ability to engage various academic professionals ability to solve process and people problems ability to think ahead and anticipate results ability to lead projects and initiatives,petaling,education & training,management - universities,full time,
72540519,data analyst,global parcel service (m) sdn bhd,growth opportunities international vision promising career development develop and automate dashboards analyses and reports to support business functions collaborate with stakeholders in operations and sales to make datadriven decisions create pipelines and queries in the data warehouse maintain the integrity of the data as the single source of truth coding skills basic knowledge of programming languages such as stata sql r studio c for logistics jobs that involve data analysis automation and optimization data analysis skills the ability to analyze large datasets identify patterns and extract insights is essential for logistics jobs that involve forecasting planning and decisionmaking communication skills logistics professionals need to communicate effectively with team members to ensure that results are delivered in a timely manner problemsolving skills logistics professionals need to be able to identify and solve problems quickly and efficiently to minimize delays attention to detail logistics professionals need to be detailoriented to ensure that shipments are accurate complete and compliant with regulations candidates with prior work experience in relevant fields are preferred excellent communication and interpersonal skills able to work well with crossfunctional teams strong problemsolving skills which of the following statements best describes your right to work in malaysia whats your expected monthly basic salary how many years experience do you have as a data analyst which of the following microsoft office products are you experienced with how would you rate your english language skills which of the following languages are you fluent in are you willing to undergo a preemployment background check how much notice are you required to give your current employer,petaling,"manufacturing, transport & logistics",analysis & reporting,full time,"RM 3,500 – RM 5,000 per month"
72339429,data engineer,zuspresso (m) sdn bhd,design and develop data pipelines create and maintain efficient reliable and scalable data pipelines that extract transform and load etl data from diverse sources into aws data storage systems data modeling and architecture design and implement data models for data warehousing and data lakes on aws ensuring data integrity performance and scalability aws cloud infrastructure utilize various aws services such as amazon s3 amazon redshift aws glue amazon emr amazon rds and others to build data solutions data transformation and processing develop data transformation processes including data cleansing enrichment and aggregation to ensure data accuracy and consistency performance optimization identify and implement performance optimization techniques to enhance data processing speed and reduce latency in data pipelines data security and compliance ensure that data handling practices comply with relevant data security and privacy regulations implement security measures to protect sensitive data monitoring and troubleshooting monitor data pipelines data jobs and data storage systems for issues and troubleshoot any datarelated problems to ensure smooth data flow documentation create and maintain technical documentation for data engineering processes data models and data pipelines collaboration and communication work closely with data scientists analysts and other stakeholders to understand data requirements and deliver data solutions that meet business needs continuous improvement stay updated with the latest aws services and data engineering best practices to propose and implement improvements to the existing data infrastructure bachelors degree in computer science engineering or a related field a masters degree is a plus proven experience as a data engineerarchitect for at least 3 years specifically working with aws data services and related technologies strong knowledge of aws services such as amazon s3 amazon redshift aws glue amazon emr amazon rds and others proficiency in programming languages such as python sql and familiarity with data manipulation frameworkslibraries handson experience with data modeling data warehousing concepts and building data pipelines using etl tools familiarity with data governance data security and data privacy best practices excellent problemsolving skills and the ability to work independently as well as part of a team strong communication skills to effectively collaborate with crossfunctional teams and convey technical concepts to nontechnical stakeholders excellent problemsolving skills and the ability to work independently as well as part of a team strong communication skills to effectively collaborate with crossfunctional teams and convey technical concepts to nontechnical stakeholders aws certified data analytics specialty or similar certifications experience with server less computing containerization and microservices architecture on aws knowledge of data streaming platforms and technologies such as apache kafka or amazon kes experience in handling unstructured data and nosql databases on aws familiarity with machine learning concepts and applying machine learning models to data processing tasks how many years experience do you have as a data engineer which of the following programming languages are you experienced in,shah alam/subang,information & communication technology,database development & administration,full time,"RM 8,000 – RM 12,000 per month"
72431454,data operations specialist,michael page international (malaysia) sdn bhd,design develop and support data pipelines warehouses data models and reporting systems to tackle marketing impact performance analysis and new campaign opportunities troubleshooting existing data setups to uncover data transformation issues partner with business stakeholders upstream infrastructure platform teams and downstream data consumers to understand data and translate business requirements into technical design of building and leveraging scalable data pipelines use your expertise in data engineering best practices to guide others to do the same through building proofs of concept and prototypes build efficient solutions on top of the google cloud infrastructure serve as an inhouse subject matter expert in optimal data pipeline solutions bachelors degree in information technology engineering or data analytics andor with 2 5 years of relevant work experience in data operations support experience in etl specifically in sql stores experience in managing instances on google cloud platform gcp familiarity with a range of data engineering approaches covering theoretical best practices and the technical applications of these methods good understanding of marketing terminology and measurement metrics excellent communication skills with business intuition and ability to understand business systems versatility and willingness to learn new technologies on the job detailedoriented methodical and prefers a structured way of getting things done able to consistently meet deadlines and problemsolve with strong attention to detail experience with enduser visualization tools like google data studio power bi and tableau is a plus be a part of a dynamic and fastpaced team with exposure to large scale projects strong exposure to cloud infrastructure with stateoftheart technologies hyper flexible working conditions alongside an office near mrt stations,selangor,information & communication technology,architects,full time,
72700478,rpa manager uipath,ambition group malaysia sdn bhd,develop and execute a comprehensive uipath automation strategy aligned with organizational goals collaborate with stakeholders to identify automation opportunities and prioritize projects for implementation lead a team of uipath developers and analysts providing guidance mentorship and fostering a collaborative and innovative work environment oversee the endtoend development lifecycle of uipath automation projects design develop and implement uipath automation solutions to streamline business processes ensure the quality scalability and robustness of developed automation workflows analyze existing business processes to identify areas for improvement and automation work closely with business units to optimize processes for maximum efficiency and productivity lead the deployment of uipath automation solutions ensuring seamless integration with existing systems provide ongoing maintenance support and troubleshooting for deployed automation workflows conduct training sessions for endusers and stakeholders on uipath best practices and functionality create and maintain comprehensive documentation for all uipath processes and workflows bachelors degree in computer science information technology or a related field proven experience as a uipath developer with a minimum of 3 years in a managerial or leadership role indepth knowledge of uipath studio orchestrator and other uipath products strong programming skills particularly in net proficiency in implementing and managing uipath automation solutions demonstrated ability to lead and inspire a team of uipath developers strong project management and organizational skills excellent communication and interpersonal skills ability to effectively convey technical information to nontechnical stakeholders proven problemsolving skills with a strategic and analytical mindset ability to troubleshoot and resolve complex issues related to uipath implementations uipath advanced developer certification is highly desirable,kuala lumpur,information & communication technology,team leaders,full time,"RM 7,000 – RM 10,000 per month"
72376611,head of advanced data analytics,agensi pekerjaan hays (malaysia) sdn bhd,being the pointofcontact for advanced analytics data science related matters and promoting awareness of advanced analytics data science use cases to support business objectives and goals oversee design development and implementation of advanced analytics data science solutions oversee the development of the overall finance technology landscape and implementation strategy to enable data consumption and advanced analytics data science solutions demonstrable experience leading teams to develop advanced analytics data science solutions proficiency in sql python andor r experience using microsoft power tools ie powerapps power bi power automate are desirable understanding of finance accounting terms is desirable the opportunity to work for a market leader and be part of a pioneering team attractive development opportunities alongside a competitive remuneration package,kuala lumpur,science & technology,"mathematics, statistics & information sciences",full time,"RM 20,000 – RM 30,000 per month"
72559920,it business analyst,intradeco sdn bhd,how many years experience do you have as a business analyst whats your expected monthly basic salary do you have experience working within a scrum agile team how many years experience do you have as an information technology business analyst have you worked in a role which requires a sound understanding of the software development lifecycle which of the following programming languages are you experienced in,penang island,information & communication technology,business/systems analysts,contract/temp,"MYR 5,000 - 7,000"
72666855,it system analyst,agensi pekerjaan randstad sdn bhd - professional,at least 4 years of experience exposure within logistics and supply chain industries must have knowledge in fms tms or any related systems independent able to work well with minimal supervision,kuala lumpur,information & communication technology,programme & project management,full time,
72437781,scientist bioinformatics,national institutes of biotechnology malaysia (nibm),which of the following statements best describes your right to work in malaysia whats your expected monthly basic salary how many years experience do you have as a scientist how much notice are you required to give your current employer,kajang/bangi/serdang,science & technology,biotechnology & genetics,contract/temp,"RM 5,700 – RM 7,000 per month"
72462256,data entryclerk,pearl petroleum & transport sdn. bhd.,proven experience as data entry clerk fast typing skills knowledge of touch typing system is strongly preferred excellent knowledge of word processing tools and spreadsheets ms office word excel etc working knowledge of office equipment and computer hardware and peripheral devices basic understanding of databases good command of english both oral and written and customer service skills great attention to detail high school degree or equivalent transfer data from paper formats into computer files or database systems using keyboards data recorders or optical scanners type in data provided directly from customers create spreadsheets with large numbers of figures without mistakes verify data by comparing it to source documents update existing data retrieve data from the database or electronic files as requested perform regular backups to ensure data preservation sort and organize paperwork after entering data to ensure it is not lost which of the following data analytics tools are you experienced with,port dickson district,information & communication technology,database development & administration,full time,
72412325,junior data analyst,monkeycloud media sdn. bhd.,collect and compile data from different sources including databases and spreadsheets filtering and cleaning data to ensure accuracy analyze data to identify trends patterns and anomalies and provide actionable insights to support in various team decisionmaking develop and maintain dashboards and reports to track key project performance metrics including progress and target achievement conduct adhoc data analysis to address specific project management questions or issues assist in the preparation of presentations and reports for project status updates and executivelevel reporting diploma or degree in any related field experience in data analysis business analysis or similar role with a strong focus on data manipulation and analysis is preferred familiarity with data analysis tools and concepts with experience in power bi being a strong advantage 23 years working experience as a business intelligence analystdata analyst or any position that related to data and business analytics with strong statistical background preferably with prior experience in the fmcg industry experience in data analysis business analysis or similar role with a strong focus on data manipulation and analysis is preferred proficiency in data analysis tools and software such as power bi microsoft excel pivot macro or similar tools strong organizational skills and the ability to manage multiple tasks and priorities simultaneously a collaborative and teamoriented mindset with the ability to work effectively in a crossfunctional environment excellent communication and presentation skills with the ability to convey complex information clearly and effectively strong analytical and problemsolving skills with the ability to translate data into actionable insights how many years experience do you have as a data analyst how many years experience do you have as a power bi consultant how would you rate your mandarin language skills which of the following data analytics tools are you experienced with,shah alam/subang,science & technology,"mathematics, statistics & information sciences",full time,"RM 3,000 – RM 4,000 per month"
